X,Y,Z,Facies,Porosity,Perm,AI
900,940,1000,1,0.103696626,1.340505298,4381.38884
900,880,1000,1,0.117423541,171.3111397,4001.227297
900,820,1000,1,0.123247968,81.27867264,3550.930395
900,760,1000,1,0.12350632,10.82261842,3494.880516
900,700,1000,1,0.127365199,489.1999428,2659.966709
900,640,1000,1,0.122481202,17731.29527,3611.336688
900,580,1000,1,0.122922917,8076.601416,4103.260721
900,520,1000,1,0.11795348,590.9522642,4891.310762
900,400,1000,1,0.090306143,9.236642625,5798.032578
900,340,1000,1,0.081291597,95.51782327,6240.383986
960,940,1000,1,0.106774955,31.249269,4279.819821
960,880,1000,1,0.122215446,20.20154717,3751.631142
960,820,1000,1,0.130347165,75.09761044,3377.173035
960,760,1000,1,0.133331862,461.7401588,2956.642832
960,700,1000,1,0.132583691,20288.11971,3140.243633
960,580,1000,1,0.127444275,14095.77265,3895.696933
960,340,1000,1,0.082082249,30.44984571,6246.731512
960,280,1000,0,0.058848559,0.857050832,6687.59046
960,220,1000,0,0.065359304,6.834039487,6746.07612
965,714,1000,1,0.132967022,2226.068415,2780.827341
975,714,1000,1,0.134467225,13279.43131,3221.098918
985,714,1000,1,0.131634817,33556.12798,3438.707682
995,714,1000,1,0.134472918,26084.92445,3464.612708
1005,714,1000,1,0.134472918,26084.92445,3464.612708
965,704,1000,1,0.132583691,20288.11971,3140.243633
975,704,1000,1,0.131919003,50743.35199,3682.128606
985,704,1000,1,0.131275441,64785.64262,3440.564251
995,704,1000,1,0.130412492,40656.26271,3232.698119
1005,704,1000,1,0.130412492,40656.26271,3232.698119
965,694,1000,1,0.131125904,44492.27997,2992.891284
975,694,1000,1,0.129460113,47457.44353,3314.079529
985,694,1000,1,0.129211399,86668.32759,3460.025159
995,694,1000,1,0.126884206,51725.29662,3228.934976
1005,694,1000,1,0.126884206,51725.29662,3228.934976
700,609,1000,1,0.100457312,1.269708035,4288.508549
70,329,1000,0,0.076097824,118.0953547,6568.444722
940,549,1000,1,0.118958343,37.65743469,4185.312826
800,639,1000,1,0.112636589,22.08375349,3740.140432
260,179,1000,1,0.124995006,10.474822,5180.431349
440,339,1000,0,0.06873436,6.867327394,4970.850074
310,219,1000,1,0.131741925,61.71556537,5282.542242
890,729,1000,1,0.132301968,58.45612799,3309.65336
770,779,1000,1,0.117557245,100.6533939,5102.758755
660,799,1000,1,0.09641745,1.794741443,4268.31654
460,159,1000,1,0.067586398,20.69277512,7115.034809
20,869,1000,0,0.074333553,0.65871926,7703.844227
440,639,1000,1,0.08113732,14.59590762,6074.618726
780,419,1000,1,0.087420845,39.10784924,5231.387138
310,529,1000,1,0.083253339,125.8298111,5261.359821
470,519,1000,0,0.07197575,31.9573343,5633.115266
960,579,1000,1,0.125405736,5723.13579,3949.532371
150,59,1000,0,0.064231476,6.351937509,5657.049498
250,949,1000,0,0.074644106,7.700098897,6079.863151
510,679,1000,1,0.080112618,0.501252288,5272.067175
180,619,1000,1,0.07805305,11.87577403,5092.20147
90,19,1000,0,0.06311263,1.601503215,6237.871851
730,409,1000,1,0.07713962,181.5970664,6260.114658
640,379,1000,0,0.067352017,32.00913725,5942.157032
210,159,1000,1,0.110099811,5.251145206,5108.492772
910,899,1000,1,0.116066529,95.56940698,3742.912589
810,689,1000,1,0.12383697,2.619697437,3354.053073
710,689,1000,1,0.10714883,0.61125957,4313.85747
760,459,1000,1,0.09455211,684.061164,5231.377059
420,319,1000,1,0.071667853,3.217998533,5145.926438
760,699,1000,1,0.114224658,4.630432065,5171.007141
820,569,1000,1,0.116211753,12510.36749,3218.679306
970,119,1000,0,0.068781481,0.225198484,8496.335839
570,609,1000,1,0.073433592,102.3798205,4907.115971
50,859,1000,0,0.073034114,0.666050387,7003.135014
360,229,1000,1,0.121481941,401.0512339,4828.951722
650,339,1000,0,0.064012456,42.9830208,6705.50786
280,679,1000,1,0.077497555,18.41999582,5592.507597
890,979,1000,1,0.102177732,0.735217576,4206.588446
710,549,1000,1,0.095912756,158.3260429,5054.731607
390,449,1000,0,0.061841037,6.895191141,5599.200997
780,509,1000,1,0.108100753,1555.41963,4245.732331
630,439,1000,0,0.072206709,1929.834457,5752.053748
940,239,1000,0,0.056569009,17.06520126,7282.765969
930,709,1000,1,0.127892331,2451.275753,2748.341136
880,689,1000,1,0.12553009,592.3897499,3484.294735
660,359,1000,0,0.069136429,34.95371001,6604.511156
110,909,1000,0,0.076737679,0.911457978,7414.637335
970,99,1000,0,0.072463617,1.970984375,7907.912251
240,989,1000,0,0.072626831,1.642661607,6251.730132
590,829,1000,1,0.079175176,8.259960329,5427.369845
590,169,1000,0,0.060963298,12.98225645,7910.342613
840,309,1000,0,0.064237715,145.0666298,7138.194726
440,389,1000,0,0.062013819,1.170302814,5441.779695
240,389,1000,1,0.067675401,0.967489054,4815.864438
430,929,1000,0,0.070457537,171.2649008,6192.478787
340,589,1000,1,0.082275,444.8554562,5582.602452
140,869,1000,0,0.066172626,11.01716866,6458.233476
950,599,1000,1,0.128070895,552.0884223,3946.556644
110,949,1000,0,0.065812015,4.094127633,6780.80687
750,549,1000,1,0.10062341,3444.379339,3565.332537
310,89,1000,1,0.100575835,168.3768681,5201.234454
820,139,1000,0,0.053833382,1.642661607,8578.174469
340,709,1000,1,0.078024408,46.1705213,5217.975345
940,819,1000,1,0.129939093,65.79303428,3464.274633
740,779,1000,1,0.119442421,11.60011496,4548.49006
640,269,1000,0,0.0676133,8.60825741,6295.958979
950,719,1000,1,0.128901777,379.0506913,2542.774556
950,929,1000,1,0.108882863,139.3851233,5154.679845
170,739,1000,0,0.071550192,2.463986379,6270.900863
140,149,1000,1,0.077479426,23.90140192,5858.951792
770,719,1000,1,0.1142528,3.572371516,4738.53736
170,629,1000,0,0.071082753,5.698714285,5614.873029
610,799,1000,1,0.082476584,10.72663543,4677.339862
650,799,1000,1,0.094415857,5.035959975,4492.487536
820,729,1000,1,0.119603192,6.865473819,3427.553666
370,869,1000,0,0.073502077,114.8259776,5980.668335
750,389,1000,1,0.075715788,42.85557489,6553.861235
880,829,1000,1,0.124627181,503.2645018,3753.529797
450,679,1000,1,0.075143064,82.53898424,5113.521858
820,879,1000,1,0.110531031,11.11575136,3592.208521
970,809,1000,1,0.120048522,42.93663304,3030.981288
640,799,1000,1,0.091593072,5.902251519,4554.909344
980,779,1000,1,0.130803645,4434.502925,2986.199932
970,619,1000,1,0.130406583,1217.953533,4132.927404
840,489,1000,1,0.105355511,143.8965584,4193.482099
950,819,1000,1,0.127970141,106.0078328,3405.671019
310,779,1000,0,0.070327711,35.35226459,5877.107743
740,389,1000,1,0.079028746,8.497435212,6592.177828
530,489,1000,0,0.068362989,0.659252937,6256.519407
250,399,1000,1,0.068313999,0.777260743,5315.959512
590,329,1000,0,0.067461263,188.5405597,6485.457126
660,729,1000,1,0.107534595,5.316758529,4593.298266
420,579,1000,1,0.078209932,0.66067819,5453.449725
320,209,1000,1,0.128650197,16.23827079,5391.542042
180,639,1000,0,0.072868323,6.515181348,5190.317716
410,129,1000,1,0.086036487,230.6023369,5920.439172
