X,Y,Z,Facies,Porosity,Perm,AI
830,749,1000,1,0.146760428,2.25487319,5441.99549
430,309,1000,1,0.188288238,58.97407894,5128.37145
900,699,1000,1,0.140079386,0.613299623,5363.527309
770,699,1000,1,0.118630412,0.361080845,6798.56631
580,629,1000,1,0.177796192,23.12018135,3715.038605
590,479,1000,1,0.139364578,4.259572749,5767.867353
610,319,1000,1,0.152550678,176.3841614,4695.198153
410,39,1000,1,0.114321449,0.823765178,6525.845344
30,279,1000,0,0.060692905,0.076918711,6766.209723
470,319,1000,1,0.179540388,2407.376124,3056.268686
780,169,1000,1,0.124530391,6.319781691,6180.284076
190,289,1000,1,0.125354461,5.416688412,7135.750154
690,9,1000,0,0.100367486,0.03540223,6243.006706
290,299,1000,1,0.153616601,20.52484506,4776.434812
490,339,1000,1,0.163902406,1127.115661,5292.963973
630,539,1000,1,0.152884185,2.195385024,5939.291431
60,959,1000,1,0.151288956,225.1373748,3665.223571
680,179,1000,1,0.117228859,2.45079263,5549.96312
330,149,1000,1,0.113486634,1.96659454,6407.623716
740,339,1000,1,0.153733834,9.117727762,4473.169613
120,469,1000,1,0.105763201,9.306742864,4711.299349
140,929,1000,1,0.142363992,7.817239452,4873.823803
410,979,1000,1,0.16540395,4.267525643,5137.698693
150,429,1000,1,0.153157714,7.481971986,6130.419302
650,739,1000,1,0.132831345,9.714713621,3501.859991
770,159,1000,1,0.153328946,15.70473506,5513.931966
450,489,1000,0,0.111432614,21.2124897,5306.266329
810,39,1000,0,0.126451471,0.261653939,5955.794732
600,119,1000,1,0.140875963,33.81555426,5496.906878
690,59,1000,0,0.13358084,0.298520599,5381.800393
930,689,1000,1,0.129557191,1.575117632,5755.317798
820,509,1000,0,0.082409473,6.621472244,6716.960612
620,969,1000,1,0.112663641,10.22286725,6036.231892
610,519,1000,1,0.121780344,0.970112609,4970.506018
290,209,1000,0,0.148298699,22.24585903,5355.747088
690,409,1000,1,0.151524584,35.00284544,5578.658864
880,119,1000,1,0.122326636,0.593787395,4511.676767
190,539,1000,1,0.143529028,2.555840829,4757.405511
760,709,1000,1,0.132676159,0.051426329,6663.09136
850,719,1000,1,0.157873176,0.239989736,4309.957797
800,389,1000,1,0.13113235,14.41338671,4544.174385
490,779,1000,1,0.146872053,3.677081018,4377.428843
170,869,1000,1,0.137471014,1.738794527,5112.226063
410,949,1000,1,0.139156124,63.95882747,4568.348702
980,369,1000,0,0.118397524,10.60815102,7005.170569
110,539,1000,1,0.152317763,9.824050796,4662.733795
930,749,1000,1,0.108947187,0.379613911,6305.519787
480,369,1000,1,0.198617984,777.6043671,3890.81103
460,199,1000,1,0.149024927,254.5535428,4323.324158
440,399,1000,1,0.153402474,76.95473674,4382.071645
210,329,1000,1,0.144098961,0.76050867,5383.424006
40,569,1000,1,0.145657678,48.54458463,4675.212401
400,149,1000,1,0.171250162,6.926789128,4640.669157
50,899,1000,1,0.165021215,4.006524236,4713.131767
450,499,1000,0,0.104849734,11.60538319,4800.583523
440,859,1000,1,0.149116807,27.33790131,4917.787156
140,999,1000,1,0.20034867,861.8847134,3548.382381
300,589,1000,1,0.129650306,22.76357179,5426.560362
930,79,1000,0,0.160937152,2.648870398,6266.606356
490,869,1000,1,0.164592037,103.7173163,5739.790356
540,139,1000,1,0.162694393,2.598302327,5570.473109
280,409,1000,1,0.117816289,4.474027602,5499.764567
620,449,1000,1,0.132611163,67.45098996,3490.274444
660,979,1000,1,0.137026527,10.02459133,5119.740477
820,99,1000,0,0.140963848,0.765966102,7102.833435
670,519,1000,1,0.159163863,2.483003101,5341.440608
690,489,1000,1,0.126800421,4.69343937,4695.769796
70,989,1000,1,0.161817793,153.5950458,2404.998693
110,299,1000,1,0.127291689,0.295841315,7805.712396
90,559,1000,1,0.135215694,28.43002621,6698.485609
530,579,1000,1,0.178796143,12.4037508,4636.958847
430,139,1000,1,0.169692447,42.58913411,3930.823358
680,889,1000,1,0.115215683,11.1180135,5958.110054
160,769,1000,0,0.103364502,5.368072508,5574.433666
240,419,1000,1,0.121120307,48.4842546,5000.872767
710,179,1000,1,0.116902335,4.832621373,4659.123795
100,809,1000,0,0.123615491,0.148454052,3872.314142
710,739,1000,0,0.11432818,6.813591431,4553.660733
190,639,1000,0,0.113341213,5.326512603,4763.168784
170,769,1000,0,0.101511729,1.591360375,5049.577652
920,339,1000,0,0.087007788,4.72858946,6627.006896
480,809,1000,1,0.109182962,4.01026271,4875.903938
510,99,1000,1,0.121624383,21.57831637,3856.3272
820,409,1000,1,0.097018233,3.129173152,4749.878212
510,819,1000,1,0.137966893,2.40176487,4922.390399
710,439,1000,1,0.177822726,66.99123179,5386.283974
500,969,1000,0,0.110003767,101.138132,5880.059573
710,519,1000,1,0.130341032,9.402714769,4310.052835
480,669,1000,1,0.17989238,1293.945082,5063.188952
520,359,1000,1,0.1786422,2727.002879,5427.193391
10,269,1000,0,0.127583962,0.268076392,7253.788526
890,869,1000,0,0.091888145,0.064990969,6388.270756
670,209,1000,1,0.160979956,47.35212389,5227.518449
950,99,1000,1,0.11477987,8.44904376,8260.108949
390,419,1000,1,0.143528603,8.182779566,3017.611167
860,249,1000,0,0.087406714,0.262958699,6348.22032
270,299,1000,1,0.149067623,11.4762206,7168.801644
340,509,1000,1,0.151227459,4.02900747,5238.326255
570,689,1000,1,0.221607228,30.40470827,3954.239965
520,399,1000,1,0.159394902,288.709357,4982.500321
260,719,1000,0,0.089062547,1.251024196,4550.233196
450,199,1000,1,0.137077424,84.71405668,5109.98019
760,369,1000,1,0.109282926,1.281332925,6304.59396
210,299,1000,1,0.137291368,2.344224471,5117.444148
780,619,1000,0,0.097869435,0.888960555,4556.318554
670,259,1000,1,0.141843651,520.8615788,5611.361859
980,849,1000,0,0.093391368,0.018054469,6684.167663
340,619,1000,0,0.125879067,79.80540324,5942.951596
480,649,1000,1,0.20438817,84.63508397,3915.99218
810,749,1000,1,0.110583813,1.972104746,6249.954262
140,479,1000,1,0.146992366,15.6949733,4620.426169
590,299,1000,1,0.152875888,618.7589684,4819.138102
0,899,1000,1,0.147460185,15.39056406,4439.094728
140,269,1000,1,0.138900988,0.734483954,5957.395525
540,679,1000,1,0.176861044,49.55093839,4729.849161
590,939,1000,0,0.128105494,7.401001591,5547.880218
800,299,1000,0,0.131587097,208.6909197,5359.050141
160,449,1000,1,0.137032565,8.89652311,4296.601863
910,739,1000,1,0.116889765,1.126938301,4804.859386
930,739,1000,1,0.15273363,2.803068604,5078.889442
40,979,1000,1,0.191173906,109.4483299,3021.29434
920,299,1000,1,0.13205154,1.811070832,5861.907265
240,629,1000,1,0.162837668,39.86027398,5639.936717
190,589,1000,1,0.149171674,120.4465166,3760.647819
220,989,1000,1,0.157674802,105.4732106,5421.610783
840,809,1000,1,0.126712475,1.366927352,5979.52135
680,69,1000,0,0.097104038,0.563745652,7622.934286
90,419,1000,1,0.133337716,4.644090223,7305.189368
400,739,1000,1,0.114067157,14.35525209,4424.899896
600,329,1000,1,0.208995158,469.9285555,5176.095031
500,709,1000,1,0.179412146,1806.856441,4660.567539
710,299,1000,1,0.157453914,45.46239297,4632.788116
440,609,1000,1,0.153278254,58.57210093,3162.896547
780,509,1000,0,0.124808044,4.979025628,4227.070196
670,299,1000,1,0.131587781,379.4376578,5010.56269
440,699,1000,1,0.153927599,193.7468235,3350.260236
990,259,1000,1,0.117846163,0.480789216,6319.601787
140,259,1000,0,0.143770679,5.710664842,5766.19215
890,349,1000,0,0.135566493,5.849017876,6155.298167
600,419,1000,1,0.158505389,574.807701,5647.307867
450,639,1000,1,0.172303938,267.4525737,3392.625468
650,659,1000,1,0.181916846,2.496160714,4295.937217
620,919,1000,0,0.124617303,15.5396077,6326.102255
580,739,1000,1,0.195104058,41.93223216,3108.754018
920,289,1000,1,0.141201628,5.413321501,6191.223803
680,669,1000,1,0.146288272,0.34452199,5557.862624
350,59,1000,0,0.106479664,0.117871757,6536.993788
350,529,1000,1,0.137533447,3.363205784,3704.500194
990,329,1000,0,0.127598552,4.209547457,6383.975385
750,779,1000,0,0.130617941,4.097217017,4581.055216
190,429,1000,1,0.146622366,3.408467475,5058.646827
