X,Y,Z,Facies,Porosity,Perm,AI
670,849,1000,1,0.136773915,35.22082105,5941.209126
120,69,1000,0,0.126297319,0.230270654,8045.446408
660,989,1000,1,0.148195212,0.350869636,5731.351924
710,89,1000,0,0.097761634,39.92742109,8097.920736
570,899,1000,0,0.108550565,333.9714245,7111.289382
870,289,1000,1,0.138520306,20.71423908,3983.67356
210,219,1000,0,0.102935392,83.45727586,8253.77888
290,929,1000,0,0.108127023,3.431124701,8074.498601
380,979,1000,1,0.109064356,668.247315,7576.085394
920,469,1000,1,0.16943454,1430.046673,5407.165597
60,159,1000,1,0.118139983,5.530794355,7452.532056
50,689,1000,0,0.098386201,8248.496081,6838.168693
850,849,1000,1,0.10061548,0.788190203,7013.286305
660,469,1000,1,0.155397302,101.9005533,6280.425719
600,999,1000,1,0.108798122,0.21729876,5876.209507
410,929,1000,1,0.105671608,5.424486193,7117.382143
790,189,1000,1,0.113334789,74.75326763,8636.857233
630,39,1000,0,0.09414824,13.78040641,8145.91853
780,589,1000,1,0.182534885,27.88281122,2784.443245
690,389,1000,1,0.152069611,179.7719581,6280.339027
860,739,1000,1,0.139161026,38.6502981,7213.070236
770,999,1000,1,0.155499146,26.96476881,5585.605384
790,449,1000,1,0.182879151,18646.58959,4581.390324
600,329,1000,1,0.152735553,67.03829566,7425.381651
780,239,1000,1,0.153023838,72.85542319,6553.840846
500,69,1000,0,0.096723269,29.61189202,7561.797962
500,679,1000,1,0.122215187,60.86801979,7594.994961
510,319,1000,0,0.08311956,55.17188887,8239.543254
650,999,1000,1,0.15884616,7.276979042,6608.728548
860,579,1000,1,0.168902685,11785.85849,4944.711098
720,309,1000,1,0.149235542,3325.03913,6469.311553
720,639,1000,1,0.176425622,10.38258288,3182.884531
920,49,1000,1,0.116331153,0.075820959,8403.208672
950,659,1000,1,0.136390197,251.8686618,6068.552776
290,59,1000,0,0.103691357,0.811867411,8750.396835
790,709,1000,1,0.170708336,773.1421571,3524.892286
580,549,1000,1,0.135102961,13.66389075,5461.62548
190,899,1000,1,0.126244231,14.93264055,6741.999827
760,999,1000,1,0.161674596,16.54242116,6688.269826
640,579,1000,1,0.167094764,23.30636636,4473.681737
530,309,1000,0,0.107697375,14.76692238,6791.124718
280,159,1000,0,0.113925783,11.17183504,8303.589368
120,759,1000,0,0.113479373,14.80279092,8648.717923
810,69,1000,0,0.103735541,1.036786382,8073.349569
890,649,1000,1,0.166302964,215.1242155,4687.47412
390,399,1000,0,0.109372358,1.223929501,7692.374379
990,989,1000,0,0.106078912,0.923265463,9066.896734
610,249,1000,0,0.094732742,14.67407041,7468.942079
410,279,1000,0,0.105507381,4.214857265,9157.049296
280,669,1000,1,0.114257398,9.390437674,7588.800572
110,699,1000,0,0.085924139,1.741613214,6825.629406
650,899,1000,1,0.123455957,273.9898664,6877.622855
800,529,1000,1,0.152046166,28.37413109,4983.691797
700,749,1000,1,0.132278351,2195.45026,6002.500322
110,459,1000,0,0.101828776,5.335732403,5243.212007
40,879,1000,0,0.121725377,0.202388761,8083.993649
990,309,1000,1,0.124419574,148.5620826,7147.189285
730,499,1000,1,0.188477989,584.7746205,5752.076587
880,989,1000,1,0.132461191,13.93505365,5958.115382
670,559,1000,1,0.167455181,142.9405782,4615.778866
160,479,1000,1,0.116682126,213.823418,7445.914339
290,259,1000,0,0.077676004,1.560732271,9727.400284
90,379,1000,1,0.120691472,104.7835456,6796.966386
740,469,1000,1,0.162909084,4946.217206,4832.037369
740,719,1000,1,0.173734223,355.3708475,6549.251613
710,989,1000,1,0.163590871,10.4787417,5337.958606
210,419,1000,1,0.114126874,2.994531056,7166.619942
720,399,1000,1,0.164336809,27.45322922,5588.342337
480,539,1000,0,0.104528315,3.817644354,5535.655876
790,919,1000,1,0.151866769,30.68698817,5959.461402
770,639,1000,1,0.155567211,152.8393736,4440.379141
400,609,1000,1,0.119813952,0.071151591,6292.047849
830,649,1000,1,0.170139495,120.2647353,3743.603958
750,599,1000,1,0.174137201,20.43968101,2235.64937
810,769,1000,1,0.149826588,195.7983921,5035.147862
450,579,1000,0,0.099052635,55.96727585,7427.67773
490,819,1000,0,0.102991174,0.864307577,6075.103332
490,99,1000,0,0.121391856,0.093615601,8032.616547
520,929,1000,1,0.1120405,21.95079893,5877.21346
730,679,1000,1,0.18730923,163.7808857,5908.800917
690,479,1000,1,0.159071394,259.1831515,3661.27956
540,59,1000,0,0.101656977,16.91579104,6983.908026
60,499,1000,0,0.09960796,19.68534881,7860.432877
240,819,1000,1,0.130414786,45.63786591,6728.507347
950,269,1000,1,0.12280673,2.528055736,6341.556483
930,129,1000,0,0.097955288,7.625807746,8757.712577
310,829,1000,1,0.10354539,6.495940567,6653.520626
